year,tree,species,z,x_coord,y_coord,dbh_cm,height_m,notes,model_ht,site,species_matched,wood_density,agb,circ,calcDBH,in book,fork,forked,latitude.x,longitude.x,x_inverted,y_inverted,latitude.y,longitude.y,prec_90m
2018,27,Corymbia_clarksoniana,NA,21.8,18.5,27,12.5,NA,10.391147494117908,station_creek,Corymbia clarksoniana,0.8453,0.41819988848832246,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.611817,145.240833,1129
2018,28,Acacia_disparrima,subsp.,25.5,17.1,24.3,6,dbh taken @ 1 m,9.728087473321368,station_creek,Racosperma disparrimum,0.6097,0.12091147996711973,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.611817,145.240833,1129
2018,29,Eucalyptus_cullenii,NA,26,16.4,26.2,12.5,NA,10.211799491109337,station_creek,Eucalyptus cullenii,0.9771175,0.4542672481261993,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.611817,145.240833,1129
2018,30,Corymbia_clarksoniana,NA,23.3,12,22.7,8.5,NA,9.254249707814106,station_creek,Corymbia clarksoniana,0.8453,0.20457521538089982,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.611817,145.240833,1129
2018,31,Eucalyptus_cullenii,NA,36,17.9,11.5,4.5,NA,4.332101631792116,station_creek,Eucalyptus cullenii,0.9771175,0.03359082965375066,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.611817,145.240833,1129
2018,32,Larsenaikia_ochreata,NA,40.5,14.8,16,4,dbh taken below fork,6.594417384582216,station_creek,Larsenaikia ochreata,0.6663,0.039261741529683925,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.611817,145.240833,1129
2018,33,Eucalyptus_cullenii,NA,42.7,14.1,45.4,4.5,NA,12.0030913014965,station_creek,Eucalyptus cullenii,0.9771175,0.49013032187733796,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.611817,145.240833,1129
2018,34,Acacia_disparrima,subsp.,49.1,16.1,11,5.5,NA,4.071516674079509,station_creek,Racosperma disparrimum,0.6097,0.02364182383713417,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.611817,145.240833,1129
2018,35,Terminalia_subacroptera,NA,49.9,15.3,24.6,7,NA,9.81004887468221,station_creek,Terminalia subacroptera,0.654,0.15414873415092883,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.611817,145.240833,1129
2018,36,Corymbia_clarksoniana,NA,1,1,14.6,6.5,NA,5.917249706362318,station_creek,Corymbia clarksoniana,0.8453,0.06652699131630259,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.611817,145.240833,1129
2018,37,Eucalyptus_cullenii,NA,4,3.9,13.9,5.5,NA,5.567482110422606,station_creek,Eucalyptus cullenii,0.9771175,0.05915098864129214,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.611817,145.240833,1129
2018,38,Eucalyptus_cullenii,NA,12.9,7.7,15.3,10,NA,6.25991583366954,station_creek,Eucalyptus cullenii,0.9771175,0.1278559094288255,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.611817,145.240833,1129
2018,39,Eucalyptus_cullenii,NA,14.6,9.5,16.8,7,NA,6.965525887207932,station_creek,Eucalyptus cullenii,0.9771175,0.10834840880722374,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.611817,145.240833,1129
2018,40,Corymbia_clarksoniana,NA,15.8,2.6,19.7,9.5,NA,8.195104717308322,station_creek,Corymbia clarksoniana,0.8453,0.17291552379463626,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.611817,145.240833,1129
2018,41,Acacia_disparrima,subsp.,17.6,1.1,16.1,6,NA,6.641481156406993,station_creek,Racosperma disparrimum,0.6097,0.054136253977895024,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.611817,145.240833,1129
2018,41,Acacia_disparrima,subsp.,17.6,1.1,14.6,5.917249706362318,NA,5.917249706362318,station_creek,Racosperma disparrimum,0.6097,0.04412596989041597,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.611817,145.240833,1129
2018,42,Larsenaikia_ochreata,NA,24.8,3.8,12.7,4,NA,4.954899979477703,station_creek,Larsenaikia ochreata,0.6663,0.02501221866765504,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.611817,145.240833,1129
2018,43,Ficus_opposita,NA,26.7,6.1,17.2,4.5,NA,7.14625512760657,station_creek,Ficus opposita,0.441,0.03390580573312771,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.611817,145.240833,1129
2018,44,Larsenaikia_ochreata,NA,28.8,6.3,12.1,4,NA,4.644288526065775,station_creek,Larsenaikia ochreata,0.6663,0.022757491875960708,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.611817,145.240833,1129
2018,45,Larsenaikia_ochreata,NA,29.1,6.8,10.1,3.5,NA,3.603730784131032,station_creek,Larsenaikia ochreata,0.6663,0.014039852166379317,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.611817,145.240833,1129
2018,46,Eucalyptus_cullenii,NA,28,4.6,31.4,12.5,NA,11.150760440916834,station_creek,Eucalyptus cullenii,0.9771175,0.6468356956533927,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.611817,145.240833,1129
2018,47,Eucalyptus_cullenii,NA,43.5,7.5,43,5.5,tree largely dead,11.950616838081528,station_creek,Eucalyptus cullenii,0.9771175,0.5362009053789982,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.611817,145.240833,1129
2018,48,Corymbia_clarksoniana,NA,48.1,5.2,32.9,9.5,NA,11.334541849166595,station_creek,Corymbia clarksoniana,0.8453,0.47054623616427677,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.611817,145.240833,1129
2018,1,Syzygium_trachyphloium,NA,3,3.3,34.6,20,NA,NA,mtlwrf,Syzygium trachyphloium,0.473775,0.4973530295324821,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,2,Syzygium_trachyphloium,NA,5.7,2.1,17.8,17,NA,NA,mtlwrf,Syzygium trachyphloium,0.473775,0.09446833233247269,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,3,Syzygium_trachyphloium,NA,2.7,5.1,12.5,8,NA,NA,mtlwrf,Syzygium trachyphloium,0.473775,0.038410606950400814,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,4,Syzygium_trachyphloium,NA,7,6.4,41,30,check id,NA,mtlwrf,Syzygium trachyphloium,0.473775,0.7551521580532642,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,5,Beilschmiedia_recurva,NA,7.7,7.8,45.9,32,check id,NA,mtlwrf,Beilschmiedia recurva,0.58685,1.2122158036837138,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,6,Endiandra_monothyra,subsp.,8.5,6.5,13.3,15,check id,NA,mtlwrf,Endiandra monothyra,0.65125,0.06033371835392516,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,7,Gossia_lewisensis,NA,8.3,6,10.2,18,check id,NA,mtlwrf,Gossia lewisensis,0.7795,0.03600356416878933,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,8,Endiandra_monothyra,subsp.,9.7,5.2,28,27.5,NA,NA,mtlwrf,Endiandra monothyra,0.65125,0.3944800806777097,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,9,Syzygium_trachyphloium,NA,10.1,4.6,36.9,32,NA,NA,mtlwrf,Syzygium trachyphloium,0.473775,0.5828764508108359,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,10,Doryphora_aromatica,NA,9.4,4,30.4,28,NA,NA,mtlwrf,Doryphora aromatica,0.4783866666666666,0.36430612352617703,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,11,Oraniopsis_appendiculata,NA,6.9,3.3,14.8,3,5 m at leaf apex,NA,mtlwrf,Oraniopsis appendiculata,0.6602,0.0802484485449138,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,12,Syzygium_trachyphloium,NA,8.7,0.5,27,24,NA,NA,mtlwrf,Syzygium trachyphloium,0.473775,0.2688739737866172,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,13,Doryphora_aromatica,NA,12.3,5.4,17.9,15,NA,NA,mtlwrf,Doryphora aromatica,0.4783866666666666,0.09667447885565109,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,14,Neisosperma_poweri,NA,12.9,3.6,10.8,6.5,NA,NA,mtlwrf,Ochrosia poweri,0.5753,0.03154647746198033,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,15,Syzygium_trachyphloium,NA,12.3,2.1,11.7,8,NA,NA,mtlwrf,Syzygium trachyphloium,0.473775,0.032416381895692965,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,16,Oraniopsis_appendiculata,NA,16.2,1.9,13.2,2,2.5 m at leaf apex,NA,mtlwrf,Oraniopsis appendiculata,0.6602,0.05992861688806676,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,17,Beilschmiedia_recurva,NA,16.1,3.6,32.6,30,NA,NA,mtlwrf,Beilschmiedia recurva,0.58685,0.5227610238657748,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,18,Daphnandra_repandula,NA,16.6,7.1,18.2,24,NA,NA,mtlwrf,Daphnandra repandula,0.5758916666666667,0.11959105617308025,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,19,Endiandra_bessaphila,NA,16.8,9.5,33.6,22,NA,NA,mtlwrf,Endiandra bessaphila,0.65125,0.6199563430808918,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,20,Daphnandra_repandula,NA,15.3,7.3,14.5,24,NA,NA,mtlwrf,Daphnandra repandula,0.5758916666666667,0.06717019252410737,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,21,Endiandra_monothyra,subsp.,17.3,9.1,10.5,9,NA,NA,mtlwrf,Endiandra monothyra,0.65125,0.032883648325687194,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,22,Synima_cordierorum,NA,20.6,4.9,15.7,14,NA,NA,mtlwrf,Synima cordieri,0.8056988888888889,0.11201011473786934,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,23,Daphnandra_repandula,NA,21.5,5.6,17.3,24,NA,NA,mtlwrf,Daphnandra repandula,0.5758916666666667,0.10519007705538698,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,24,Daphnandra_repandula,NA,20.3,3.5,10.4,18,NA,NA,mtlwrf,Daphnandra repandula,0.5758916666666667,0.028649413484583604,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,25,Neolitsea_dealbata,NA,22,2.9,11.5,18,NA,NA,mtlwrf,Neolitsea dealbata,0.486325,0.03176694019513782,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,26,Cupaniopsis_flagelliformis,var.,21.8,1.3,11.1,16,NA,NA,mtlwrf,Cupaniopsis flagelliformis,0.7011000000000001,0.04060879870561893,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,27,Neolitsea_dealbata,NA,25,0.2,18,22,NA,NA,mtlwrf,Neolitsea dealbata,0.486325,0.09954236309917176,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,28,Endiandra_bessaphila,NA,25.2,2.4,14.1,28,same as 29,NA,mtlwrf,Endiandra bessaphila,0.65125,0.07003985702010915,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,29,Endiandra_bessaphila,NA,25.1,5.9,23.9,30,same as 28,NA,mtlwrf,Endiandra bessaphila,0.65125,0.2657358081185668,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,31,Cryptocarya_oblata,NA,24.3,7.9,18.9,26,check id,NA,mtlwrf,Cryptocarya oblata,0.47323966809999995,0.10980969175320188,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,32,Neolitsea_dealbata,NA,25.3,6.6,11.1,16,NA,NA,mtlwrf,Neolitsea dealbata,0.486325,0.029002645627845915,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,33,Citronella_smythii,NA,26,8,11.1,9,NA,NA,mtlwrf,Citronella smythii,0.58296062225,0.034266659941224645,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,34,Xanthophyllum_octandrum,NA,25.7,9.4,60.4,35,NA,NA,mtlwrf,Xanthophyllum octandrum,0.6807666666666666,2.7076918088185793,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,35,Daphnandra_repandula,NA,27.3,6.7,14.6,18,NA,NA,mtlwrf,Daphnandra repandula,0.5758916666666667,0.06835697647770345,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,36,Daphnandra_repandula,NA,27.5,4,11.4,16,NA,NA,mtlwrf,Daphnandra repandula,0.5758916666666667,0.03628978608228319,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,37,Claoxylon_tenerifolium,subsp.,27.4,0.7,14.7,18,NA,NA,mtlwrf,Claoxylon tenerifolium,0.4338,0.05359190188949331,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,38,Endiandra_monothyra,subsp.,29.3,1.8,21.7,22,NA,NA,mtlwrf,Endiandra monothyra,0.65125,0.20859826206603346,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,39,Castanospora_alphandii,NA,29.1,6.9,15.5,14,NA,NA,mtlwrf,Castanospora alphandi,0.59775125,0.08237465685138673,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,39,Castanospora_alphandii,NA,29.1,6.9,11.6,NA,NA,NA,mtlwrf,Castanospora alphandi,0.59775125,0.039272160236150794,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,40,Oraniopsis_appendiculata,NA,29.3,9.7,19.2,1.5,3.4 m at leaf apex,NA,mtlwrf,Oraniopsis appendiculata,0.6602,0.15522461029437903,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,41,Castanospora_alphandii,NA,32.2,1.4,23.2,22,NA,NA,mtlwrf,Castanospora alphandi,0.59775125,0.22796423046995634,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,42,Apodytes_brachystylis,NA,30.7,7.6,15.1,15,NA,NA,mtlwrf,Apodytes brachystylis,0.55548875,0.07204533794326623,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,43,Daphnandra_repandula,NA,32.6,6.1,14.3,22,NA,NA,mtlwrf,Daphnandra repandula,0.5758916666666667,0.0648335302889863,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,44,Beilschmiedia_recurva,NA,33.5,9,50.3,32,NA,NA,mtlwrf,Beilschmiedia recurva,0.58685,1.515347723934211,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,45,Endiandra_bessaphila,NA,37.8,8.1,19.8,28,NA,NA,mtlwrf,Endiandra bessaphila,0.65125,0.16565341831187408,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,46,Oraniopsis_appendiculata,NA,40,3.6,12.6,5.5,10.0 m at leaf apex,NA,mtlwrf,Oraniopsis appendiculata,0.6602,0.0532017338784745,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,47,Endiandra_dielsiana,NA,40.7,1.6,62.2,32,NA,NA,mtlwrf,Endiandra dielsiana,0.6500275,2.7857556812341717,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,48,Apodytes_brachystylis,NA,44.2,1,26,14,NA,NA,mtlwrf,Apodytes brachystylis,0.55548875,0.28332021194210383,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,48,Apodytes_brachystylis,NA,44.2,1,13.6,NA,NA,NA,mtlwrf,Apodytes brachystylis,0.55548875,0.05517638651974218,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,49,Sloanea_australis,subsp.,42.8,5.4,57.9,28,NA,NA,mtlwrf,Sloanea australis,0.5009891389166666,1.8434899681387436,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,49,Sloanea_australis,subsp.,42.8,5.4,26.5,NA,NA,NA,mtlwrf,Sloanea australis,0.5009891389166666,0.2701710781019497,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,50,Endiandra_dielsiana,NA,46.3,1.2,33,28,NA,NA,mtlwrf,Endiandra dielsiana,0.6500275,0.5919239116051365,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,51,Elaeocarpus_largiflorens,subsp.,47.2,3.8,42.5,32,NA,NA,mtlwrf,Elaeocarpus largiflorens,0.39541148670000004,0.6982740244342887,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,52,Placospermum_coriaceum,NA,47.5,3.9,16.8,24,NA,NA,mtlwrf,Placospermum coriaceum,0.5940449999999999,0.1004863614473997,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,53,Endiandra_monothyra,subsp.,49.8,9.2,10.8,10,NA,NA,mtlwrf,Endiandra monothyra,0.65125,0.03535970660103878,NA,NA,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,54,Melicope_jonesii,NA,45,11.7,52.8,30,NA,NA,mtlwrf,Melicope jonesii,0.53395,1.5630966639220276,166,52.83944111,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,55,Endiandra_monothyra,subsp.,49.9,12.1,22.9,20,NA,NA,mtlwrf,Endiandra monothyra,0.65125,0.23875910243045215,71.8,22.85464983,29.9,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,56,Syzygium_trachyphloium,NA,44.6,17.8,13,17,NA,NA,mtlwrf,Syzygium trachyphloium,0.473775,0.042468259582033034,40.8,12.98704336,24.6,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,57,Endiandra_bessaphila,NA,44.2,18.6,22.3,24,NA,NA,mtlwrf,Endiandra bessaphila,0.65125,0.2233800312601661,70.2,22.34535401,24.2,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,58,Endiandra_sankeyana,NA,44.5,19.5,19.9,22,NA,NA,mtlwrf,Endiandra pubens,0.6599724974529,0.16983623832444245,62.5,19.89436789,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,59,Endiandra_bessaphila,NA,43,19.5,16.4,23,NA,NA,mtlwrf,Endiandra bessaphila,0.65125,0.10287474699067858,51.5,16.39295914,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,60,Endiandra_bessaphila,NA,40.5,19.1,13.1,16,NA,NA,mtlwrf,Endiandra bessaphila,0.65125,0.058040676344694904,41,13.05070533,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,61,Athertonia_diversifolia,NA,40,17.3,39.9,23,NA,NA,mtlwrf,Athertonia diversifolia,0.58775,0.8613946427674433,125.5,39.94789072,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,62,Doryphora_aromatica,NA,39.2,17.5,11.3,14,NA,NA,mtlwrf,Doryphora aromatica,0.4783866666666666,0.02990957989200143,35.5,11.30000096,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
2018,63,Syzygium_trachyphloium,NA,41.2,14.7,63.7,27,NA,NA,mtlwrf,Syzygium trachyphloium,0.473775,2.2055438228933824,200,63.66197724,NA,NA,NA,-16.593233,145.27495,NA,NA,-16.593233,145.27495,2630
